fips,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
01055,,65.5372340425532,61.51269035532995,60.804761904761904,61.49034749034749,52.96808510638298,59.81818181818182,40.33898305084746,33.43103448275862,28.56140350877193,29.385964912280702,32.206896551724135,29.721311475409838,32.03333333333333,30.360655737704917,28.666666666666668,22.593220338983052,25.517857142857142,30.5,28.271186440677965,56.57425742574257,50.79090909090909,54.99586776859504,51.66549295774648,49.683098591549296,51.55714285714286,51.07446808510638,57.54179566563467,48.96470588235294,44.100278551532035,53.870523415977964,42.74181818181818,40.48375451263538,38.20284697508897,39.04982206405694,48.16438356164384,52.61931818181818,45.63055555555555,42.910493827160494,41.666666666666664,34.52158273381295,36.24475524475525,32.69642857142857
01059,,,,,,,,,,,23.34,24.78723404255319,20.033333333333335,20.966101694915253,20.31578947368421,21.1,17.25,19.065573770491802,20.645833333333332,,,,,,,,,,,,,,,,,,,,,,,,
01061,,,,,,,,,,,,,,,32.782456140350874,38.716981132075475,40.109243697478995,48.93427230046948,47.61878453038674,,,,,,,,,,,,,,,,,,,,,,,,
01069,,,,,,,,,,24.153846153846153,27.90909090909091,25.473684210526315,22.614035087719298,24.43859649122807,25.696428571428573,25.75925925925926,20.568627450980394,23.19298245614035,25.686274509803923,63.9054054054054,53.254901960784316,49.31578947368421,47.351351351351354,50.04255319148936,49.41095890410959,45.46037735849057,49.8,49.09782608695652,41.588447653429604,37.7047619047619,48.63025210084034,43.79505300353357,39.84154929577465,36.084210526315786,38.11469534050179,34.04946996466431,35.11071428571429,35.00355871886121,35.72924187725632,35.58571428571429,,,
01071,,,,,,,,,,,22.19298245614035,23.68421052631579,23.946428571428573,22.178571428571427,20.23913043478261,22.620689655172413,16.31111111111111,11.0,,,,,,,43.25373134328358,25.0,,,,,,,,,,,,,,,,,
01073,62.5632183908046,77.93698630136986,67.59452054794521,65.76438356164384,52.37978142076503,56.323287671232876,59.775342465753425,58.827397260273976,65.53005464480874,53.26575342465753,64.45753424657535,50.61643835616438,51.669398907103826,52.553424657534244,48.084931506849315,60.13972602739726,52.99180327868852,53.36164383561644,59.632876712328766,92.01095890410959,87.87158469945355,88.09041095890412,75.98630136986301,73.51506849315068,72.02732240437159,79.17534246575343,82.59178082191781,81.44109589041096,69.57650273224044,56.46027397260274,64.20547945205479,63.701369863013696,57.685792349726775,50.6,53.394520547945206,49.74794520547945,52.439890710382514,51.41917808219178,52.1013698630137,54.80821917808219,49.84153005464481,35.63202059070655,4.160554197229014
01079,,,,,,,,,,,,,41.3563829787234,48.70793650793651,44.69565217391305,50.28528528528528,52.46125461254613,54.86695278969957,62.40816326530612,66.89887640449439,59.69117647058823,47.153284671532845,47.70695970695971,47.637362637362635,43.32374100719424,49.06713780918728,49.67615658362989,55.60992907801418,36.263636363636365,29.9375,34.910714285714285,37.11578947368421,29.825688073394495,28.660550458715598,30.326923076923077,27.80701754385965,26.194915254237287,26.049180327868854,25.652542372881356,23.919642857142858,20.5,22.357142857142858,
01083,,,,,,,,,,,,,,,,,19.02857142857143,17.125,19.862745098039216,,,,,51.516363636363636,32.54945054945055,,,,,,,,,,,,,,,,,,
01089,62.91279069767442,46.02840909090909,45.0,50.915151515151514,,,,57.0084388185654,54.23770491803279,40.78904109589041,41.17955801104972,50.47123287671233,44.75409836065574,51.679452054794524,43.4986301369863,51.4027397260274,53.177595628415304,45.016438356164386,51.04109589041096,59.78021978021978,55.17486338797814,49.989010989010985,46.701369863013696,48.583561643835615,46.441095890410956,50.23076923076923,50.151933701657455,54.03846153846154,52.21584699453552,39.836676217765046,44.77910447761194,44.338368580060425,44.15384615384615,37.67857142857143,37.375739644970416,35.84084084084084,37.65465465465466,35.54328358208955,41.76712328767123,42.39612188365651,39.46153846153846,26.210139400657397,
01091,,,,,,,,,,23.844444444444445,24.949152542372882,23.272727272727273,22.274509803921568,22.93220338983051,23.166666666666668,20.625,20.15,21.49122807017544,25.4,27.037037037037038,21.526315789473685,20.4,19.189655172413794,19.47222222222222,18.517857142857142,20.755102040816325,18.1875,,,,,,,,,,,,,,,,
01097,45.36434108527132,64.30662983425414,44.75,54.13649851632047,54.41240875912409,45.38732394366197,52.1228813559322,48.390243902439025,48.46296296296296,39.15172413793103,49.439862542955325,34.5121107266436,42.69655172413793,38.848101265822784,35.013698630136986,43.58160237388724,43.39,40.75,46.45631067961165,68.40671641791045,69.6421052631579,51.289198606271775,46.37116564417178,43.751381215469614,46.0,45.46491228070175,47.58495821727019,45.09192200557103,38.07843137254902,35.539106145251395,40.611570247933884,45.56907894736842,41.598591549295776,38.708771929824564,43.498245614035085,40.603305785123965,42.18156424581006,38.61218836565097,38.92479108635097,41.90340909090909,41.39367816091954,24.917727834102028,31.517241379310345
01099,54.56666666666667,37.723320158102766,26.915584415584416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01101,,,,,,,60.366533864541836,72.89189189189189,62.31716417910448,37.662962962962965,45.80971659919028,37.05474452554745,23.688524590163933,39.68669527896996,36.752066115702476,37.451790633608816,30.92896174863388,32.42424242424242,45.2169014084507,56.20846905537459,66.05338078291815,50.501754385964915,46.77215189873418,46.228873239436616,44.645390070921984,49.30175438596491,51.31818181818182,56.81869688385269,49.32091690544413,44.57275541795666,50.717032967032964,47.4568345323741,44.332142857142856,39.03508771929825,40.517605633802816,45.28133704735376,42.08815426997245,46.23410404624278,50.129629629629626,50.26575342465753,51.37396121883656,19.82413559322034,36.91525423728814
01103,56.942583732057415,42.86296296296296,46.33216783216783,28.941860465116278,,,,,,23.045454545454547,22.87719298245614,25.666666666666668,22.950819672131146,50.13333333333333,25.320388349514563,23.25423728813559,55.13306451612903,20.949152542372882,22.142857142857142,64.8921568627451,70.33783783783784,54.12177121771218,55.276752767527675,55.67253521126761,50.785964912280704,55.342756183745585,55.87676056338028,60.0387323943662,46.24561403508772,47.454828660436135,51.6786703601108,46.86071428571429,45.113074204947,39.358156028368796,40.24734982332156,38.43287671232877,40.56712328767123,37.17307692307692,38.52197802197802,39.06301369863014,35.2056338028169,40.36164383561644,36.152542372881356
01109,,,,,,,,,,,23.166666666666668,22.448275862068964,20.654545454545456,22.333333333333332,24.214285714285715,22.0,19.416666666666668,21.20689655172414,24.16949152542373,20.736842105263158,22.406779661016948,19.283333333333335,18.818181818181817,21.6875,20.90566037735849,20.732142857142858,20.85,,,,,,,,,,,,,,,,
01113,,,,,,,,,,24.13953488372093,26.035714285714285,24.25,23.82758620689655,23.45762711864407,24.524590163934427,26.25,20.526315789473685,23.93103448275862,27.862068965517242,66.27884615384616,60.483050847457626,55.96363636363636,52.39047619047619,44.49285714285714,49.75,52.642105263157895,55.81071428571428,58.63559322033898,52.30409356725146,45.7536231884058,49.20905923344948,47.931654676258994,45.267605633802816,40.63380281690141,41.598591549295776,46.916913946587535,43.59143968871595,43.434083601286176,39.73351648351648,40.42699724517907,37.25205479452055,40.324175824175825,40.87719298245614
01117,,,,,,,66.73665480427046,65.2872340425532,67.96323529411765,42.0,50.681003584229394,43.75925925925926,48.74814814814815,49.21656050955414,45.02023121387283,54.78338278931751,53.908396946564885,56.00836820083682,62.39574468085107,72.60885608856088,67.2605633802817,56.901754385964914,57.97163120567376,54.36879432624114,51.510714285714286,57.99644128113879,60.024647887323944,60.7112676056338,49.274647887323944,40.30742049469965,49.856115107913666,49.262411347517734,45.706713780918726,40.23508771929824,40.747252747252745,39.521400778210115,43.282786885245905,37.38493723849373,38.50826446280992,42.6844262295082,34.356846473029044,34.82304526748971,
01119,,,,,,,,,,,,32.13333333333333,41.98543689320388,38.16723549488054,34.75238095238095,39.75,38.51304347826087,37.4622641509434,39.78865979381443,50.71814671814672,50.58974358974359,45.47445255474452,42.46666666666667,40.76512455516014,39.49442379182156,42.231617647058826,44.23574144486692,42.7489539748954,33.22727272727273,31.09205020920502,40.78099173553719,38.38383838383838,,32.29545454545455,34.510373443983404,39.80891719745223,33.25,32.66,29.100840336134453,32.44632768361582,29.56619718309859,30.228169014084507,21.93103448275862
01121,,,,,,,,,,,34.0,30.203389830508474,28.966666666666665,27.220338983050848,26.74576271186441,28.704918032786885,25.10169491525424,25.37704918032787,27.948275862068964,63.63157894736842,59.92035398230089,50.904347826086955,51.794871794871796,53.6578947368421,45.82332155477032,43.20640569395018,53.98916967509025,51.5,46.953271028037385,41.48453608247423,45.82905982905983,46.75454545454546,41.23275862068966,37.50877192982456,37.416666666666664,39.8411214953271,35.29059829059829,35.30172413793103,,,,,
01125,47.68181818181818,47.05701754385965,53.83684210526316,,,,,,,27.071428571428573,29.089285714285715,25.033333333333335,23.823529411764707,24.35185185185185,24.29310344827586,25.360655737704917,24.64814814814815,23.2,26.2,63.06956521739131,56.5607476635514,46.95867768595041,45.54365079365079,42.54480286738351,44.17090909090909,51.25182481751825,52.17689530685921,53.92335766423358,41.58801498127341,40.970588235294116,54.42465753424658,38.50179211469534,36.53710247349823,36.94661921708185,36.21071428571429,47.168067226890756,46.11780821917808,49.68571428571428,38.540625,35.621212121212125,32.0431654676259,32.412811387900355,28.58823529411765
01127,,,,,,,,,,,26.76271186440678,26.09090909090909,23.403846153846153,24.160714285714285,22.140350877192983,23.535714285714285,20.566037735849058,18.642857142857142,23.0,58.25242718446602,55.130434782608695,,49.30916030534351,51.92307692307692,48.29059829059829,51.53448275862069,51.83050847457627,52.76923076923077,45.18333333333333,39.90677966101695,44.743362831858406,43.8411214953271,,,,,,,,,,,
02013,,,,,,,,,,,,,,,,,,,,,,13.4,13.235294117647058,12.058333333333334,11.636363636363637,10.140495867768594,11.666666666666666,12.283185840707965,9.844036697247706,11.9,9.441176470588236,13.366336633663366,11.21551724137931,10.380952380952381,11.514285714285714,11.401709401709402,10.663865546218487,10.322033898305085,11.541666666666666,12.057851239669422,10.355371900826446,11.980392156862745,
02020,59.330601092896174,54.73150684931507,58.78630136986301,64.06027397260274,56.759562841530055,45.679452054794524,49.446575342465756,43.74425287356322,47.35342465753425,43.44886363636363,48.78512396694215,47.142857142857146,54.21153846153846,45.63259668508287,45.751381215469614,41.24242424242424,43.82336182336182,39.41388888888889,35.29362880886426,35.638977635782744,31.24013157894737,32.868852459016395,33.366336633663366,30.02258064516129,28.96078431372549,27.605960264900663,27.25986842105263,24.92691029900332,24.31045751633987,34.892265193370164,35.61095890410959,31.915068493150685,36.778688524590166,29.45205479452055,34.16111111111111,31.240997229916896,34.908587257617725,27.958904109589042,28.865753424657534,34.3041095890411,25.918032786885245,28.262621954918917,6.389972144846797
02050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.816831683168317,15.088328075709779,10.137724550898204,,
